,type,event,start,end,satellite,lon,lat,poly,ID,l0_files,l1c_files
27,eruption,Copahue_30,2017-07-18 00:00:00,2017-07-18 23:59:59,S2A,-71.16034011150892,-37.85597290096774,"POLYGON((-71.21725279307103 -37.98209102829352,-71.21705917567071 -37.72982465154651,-71.10362104734712 -37.72982465154651,-71.10342742994681 -37.98209102829352,-71.21725279307103 -37.98209102829352))",27,"['S2A_OPER_MSI_L0__GR_MTI__20160921T205924_S20160921T145312_D12_N02.04.tar', 'S2A_OPER_MSI_L0__GR_MTI__20160921T205924_S20160921T145315_D11_N02.04.tar', 'S2A_OPER_MSI_L0__GR_MTI__20160921T205924_S20160921T145315_D12_N02.04.tar', 'S2A_OPER_MSI_L0__GR_MTI__20160921T205924_S20160921T145319_D11_N02.04.tar', 'S2A_OPER_MSI_L0__GR_MTI__20160921T205924_S20160921T145319_D12_N02.04.tar', 'S2A_OPER_MSI_L0__GR_MTI__20160921T205924_S20160921T145323_D11_N02.04.tar']","['S2A_MSIL1C_20170718T143751_N0205_R096_T19HBU_20170718T144910', 'S2A_MSIL1C_20170718T143751_N0205_R096_T19HCU_20170718T144910', 'S2A_MSIL1C_20170718T143751_N0205_R096_T19HCT_20170718T144910', 'S2A_MSIL1C_20170718T143751_N0205_R096_T19HBT_20170718T144910']"
28,eruption,Etna_00,2021-08-30 00:00:00,2021-08-30 23:59:59,S2B,14.9949, 37.7439,"POLYGON((14.93826618025414 37.61774940091971,14.93807363321064 37.87002058944005,15.05172636678936 37.87002058944005,15.05153381974586 37.61774940091971,14.93826618025414 37.61774940091971))",28,"['S2A_OPER_MSI_L0__GR_MTI__20190425T113739_S20190425T095018_D01_N02.07.tar', 'S2A_OPER_MSI_L0__GR_MTI__20190425T113739_S20190425T095022_D01_N02.07.tar']","['S2B_MSIL1C_20210830T095029_N0301_R079_T33SWB_20210830T104000', 'S2B_MSIL1C_20210830T095029_N0301_R079_T33SVB_20210830T104000', 'S2B_MSIL1C_20210830T095029_N0301_R079_T33SWC_20210830T104000', 'S2B_MSIL1C_20210830T095029_N0301_R079_T33SVC_20210830T104000']"
29,non_eruption,Etna_00,2019-04-25 00:00:00,2019-04-25 23:59:59,S2A,14.9949, 37.7439,"POLYGON((14.93826618025414 37.61774940091971,14.93807363321064 37.87002058944005,15.05172636678936 37.87002058944005,15.05153381974586 37.61774940091971,14.93826618025414 37.61774940091971))",29,"['S2A_OPER_MSI_L0__GR_MTI__20190425T113739_S20190425T095018_D01_N02.07.tar', 'S2A_OPER_MSI_L0__GR_MTI__20190425T113739_S20190425T095022_D01_N02.07.tar']","['S2A_MSIL1C_20190425T094031_N0207_R036_T33SWB_20190425T120900', 'S2A_MSIL1C_20190425T094031_N0207_R036_T33SWC_20190425T120900', 'S2A_MSIL1C_20190425T094031_N0207_R036_T33SVB_20190425T120900', 'S2A_MSIL1C_20190425T094031_N0207_R036_T33SVC_20190425T120900']"
30,eruption,Etna_01,2021-09-21 00:00:00,2021-09-21 23:59:59,S2A,14.9949, 37.7439,"POLYGON((14.93826618025414 37.61774940091971,14.93807363321064 37.87002058944005,15.05172636678936 37.87002058944005,15.05153381974586 37.61774940091971,14.93826618025414 37.61774940091971))",30,"['S2B_OPER_MSI_L0__GR_SGS__20200214T112713_S20200214T095010_D01_N02.09.tar', 'S2B_OPER_MSI_L0__GR_SGS__20200214T112713_S20200214T095014_D01_N02.09.tar']","['S2A_MSIL1C_20210921T094031_N0301_R036_T33SVB_20210921T104732', 'S2A_MSIL1C_20210921T094031_N0301_R036_T33SWC_20210921T104732', 'S2A_MSIL1C_20210921T094031_N0301_R036_T33SWB_20210921T104732', 'S2A_MSIL1C_20210921T094031_N0301_R036_T33SVC_20210921T104732']"
31,non_eruption,Etna_01,2020-02-14 00:00:00,2020-02-14 23:59:59,S2B,14.9949, 37.7439,"POLYGON((14.93826618025414 37.61774940091971,14.93807363321064 37.87002058944005,15.05172636678936 37.87002058944005,15.05153381974586 37.61774940091971,14.93826618025414 37.61774940091971))",31,"['S2B_OPER_MSI_L0__GR_SGS__20200214T112713_S20200214T095010_D01_N02.09.tar', 'S2B_OPER_MSI_L0__GR_SGS__20200214T112713_S20200214T095014_D01_N02.09.tar']","['S2B_MSIL1C_20200214T094029_N0209_R036_T33SVC_20200214T114035', 'S2B_MSIL1C_20200214T094029_N0209_R036_T33SWC_20200214T114035', 'S2B_MSIL1C_20200214T094029_N0209_R036_T33SVB_20200214T114035', 'S2B_MSIL1C_20200214T094029_N0209_R036_T33SWB_20200214T114035']"
32,non_eruption,Etna_02,2021-06-01 00:00:00,2021-06-03 23:59:59,S2A,14.9949, 37.7439,"POLYGON((14.93826618025414 37.61774940091971,14.93807363321064 37.87002058944005,15.05172636678936 37.87002058944005,15.05153381974586 37.61774940091971,14.93826618025414 37.61774940091971))",32,"['S2A_OPER_MSI_L0__GR_VGS4_20210603T103033_S20210603T095013_D01_N03.00.tar', 'S2A_OPER_MSI_L0__GR_VGS4_20210603T103033_S20210603T095016_D01_N03.00.tar', 'S2A_OPER_MSI_L0__GR_VGS4_20210603T103033_S20210603T095020_D01_N03.00.tar']","['S2A_MSIL1C_20210603T094031_N0300_R036_T33SVC_20210603T104523', 'S2A_MSIL1C_20210603T094031_N0300_R036_T33SWB_20210603T104523', 'S2A_MSIL1C_20210603T094031_N0300_R036_T33SWC_20210603T104523', 'S2A_MSIL1C_20210603T094031_N0300_R036_T33SVB_20210603T104523', 'S2B_MSIL1C_20210601T095029_N0300_R079_T33SVC_20210601T105305', 'S2B_MSIL1C_20210601T095029_N0300_R079_T33SVB_20210601T105305', 'S2B_MSIL1C_20210601T095029_N0300_R079_T33SWB_20210601T105305', 'S2B_MSIL1C_20210601T095029_N0300_R079_T33SWC_20210601T105305']"
33,eruption,Etna_02,2022-06-01 00:00:00,2022-06-03 23:59:59,S2B,14.9949, 37.7439,"POLYGON((14.93826618025414 37.61774940091971,14.93807363321064 37.87002058944005,15.05172636678936 37.87002058944005,15.05153381974586 37.61774940091971,14.93826618025414 37.61774940091971))",33,"['S2A_OPER_MSI_L0__GR_VGS4_20210603T103033_S20210603T095013_D01_N03.00.tar', 'S2A_OPER_MSI_L0__GR_VGS4_20210603T103033_S20210603T095016_D01_N03.00.tar', 'S2A_OPER_MSI_L0__GR_VGS4_20210603T103033_S20210603T095020_D01_N03.00.tar']","['S2B_MSIL1C_20220603T094029_N0400_R036_T33SVB_20220603T103311', 'S2B_MSIL1C_20220603T094029_N0400_R036_T33SWB_20220603T103311', 'S2B_MSIL1C_20220603T094029_N0400_R036_T33SVC_20220603T103311', 'S2B_MSIL1C_20220603T094029_N0400_R036_T33SWC_20220603T103311', 'S2A_MSIL1C_20220601T095041_N0400_R079_T33SVB_20220601T115227', 'S2A_MSIL1C_20220601T095041_N0400_R079_T33SWB_20220601T115227', 'S2A_MSIL1C_20220601T095041_N0400_R079_T33SVC_20220601T115227', 'S2A_MSIL1C_20220601T095041_N0400_R079_T33SWC_20220601T115227']"
34,eruption,Etna_03,2019-05-30 00:00:00,2019-05-30 23:59:59,S2B,14.9949, 37.7439,"POLYGON((14.93826618025414 37.61774940091971,14.93807363321064 37.87002058944005,15.05172636678936 37.87002058944005,15.05153381974586 37.61774940091971,14.93826618025414 37.61774940091971))",34,"['S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100008_D10_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100012_D09_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100012_D10_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100015_D09_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100015_D10_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100019_D09_N02.06.tar']","['S2B_MSIL1C_20190530T094039_N0207_R036_T33SWC_20190530T114513', 'S2B_MSIL1C_20190530T094039_N0207_R036_T33SWB_20190530T114513', 'S2B_MSIL1C_20190530T094039_N0207_R036_T33SVC_20190530T114513', 'S2B_MSIL1C_20190530T094039_N0207_R036_T33SVB_20190530T114513']"
35,non_eruption,Etna_03,2018-05-23 00:00:00,2018-05-23 23:59:59,S2A,14.9949, 37.7439,"POLYGON((14.93826618025414 37.61774940091971,14.93807363321064 37.87002058944005,15.05172636678936 37.87002058944005,15.05153381974586 37.61774940091971,14.93826618025414 37.61774940091971))",35,"['S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100008_D10_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100012_D09_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100012_D10_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100015_D09_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100015_D10_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20180523T145924_S20180523T100019_D09_N02.06.tar']","['S2A_MSIL1C_20180523T095031_N0206_R079_T33SWC_20180523T151748', 'S2A_MSIL1C_20180523T095031_N0206_R079_T33SWB_20180523T151748', 'S2A_MSIL1C_20180523T095031_N0206_R079_T33SVC_20180523T151748', 'S2A_MSIL1C_20180523T095031_N0206_R079_T33SVB_20180523T151748']"
36,eruption,Fuego_00,2021-09-06 00:00:00,2021-09-06 23:59:59,S2B,-90.88137329101677,14.474162634541075,"POLYGON((-90.92772550786161 14.34762509137481,-90.92777805390585 14.60068967618796,-90.83496852812769 14.60068967618796,-90.83502107417193 14.34762509137481,-90.92772550786161 14.34762509137481))",36,"['S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163930_D04_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163934_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163934_D04_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163938_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163941_D03_N02.07.tar']","['S2B_MSIL1C_20210906T161829_N0301_R040_T15PYS_20210906T200724', 'S2B_MSIL1C_20210906T161829_N0301_R040_T15PYR_20210906T200724']"
37,non_eruption,Fuego_00,2019-03-21 00:00:00,2019-03-21 23:59:59,S2B,-90.88137329101677,14.474162634541075,"POLYGON((-90.92772550786161 14.34762509137481,-90.92777805390585 14.60068967618796,-90.83496852812769 14.60068967618796,-90.83502107417193 14.34762509137481,-90.92772550786161 14.34762509137481))",37,"['S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163930_D04_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163934_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163934_D04_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163938_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190321T211703_S20190321T163941_D03_N02.07.tar']","['S2B_MSIL1C_20190321T161949_N0207_R040_T15PYS_20190321T212345', 'S2B_MSIL1C_20190321T161949_N0207_R040_T15PYR_20190321T212345']"
38,eruption,Fuego_01,2021-09-21 00:00:00,2021-09-21 23:59:59,S2A,-90.88137329101677,14.473497781856919,"POLYGON((-90.92772537115215 14.34696023179865,-90.92777791452153 14.6000248308904,-90.83496866751202 14.6000248308904,-90.83502121088139 14.34696023179865,-90.92772537115215 14.34696023179865))",38,"['S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163935_D04_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163939_D03_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163939_D04_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163942_D03_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163946_D03_N02.09.tar']","['S2A_MSIL1C_20210921T162001_N0301_R040_T15PYS_20210921T202846', 'S2A_MSIL1C_20210921T162001_N0301_R040_T15PYR_20210921T202846']"
39,non_eruption,Fuego_01,2020-09-06 00:00:00,2020-09-06 23:59:59,S2A,-90.88137329101677,14.473497781856919,"POLYGON((-90.92772537115215 14.34696023179865,-90.92777791452153 14.6000248308904,-90.83496866751202 14.6000248308904,-90.83502121088139 14.34696023179865,-90.92772537115215 14.34696023179865))",39,"['S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163935_D04_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163939_D03_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163939_D04_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163942_D03_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS1_20200906T201656_S20200906T163946_D03_N02.09.tar']","['S2A_MSIL1C_20200906T161911_N0209_R040_T15PYS_20200906T202152', 'S2A_MSIL1C_20200906T161911_N0209_R040_T15PYR_20200906T202152']"
40,non_eruption,Fuego_02,2018-10-07 00:00:00,2018-10-07 23:59:59,S2A,-90.88120162963982,14.474661272747296,"POLYGON((-90.92755394902107 14.34812373475022,-90.92760649707151 14.60118830885406,-90.83479676220813 14.60118830885406,-90.83484931025856 14.34812373475022,-90.92755394902107 14.34812373475022))",40,"['S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163925_D04_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163929_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163929_D04_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163932_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163932_D04_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163936_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20181007T195104_S20181007T163932_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20181007T195104_S20181007T163932_D04_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20181007T195104_S20181007T163936_D03_N02.06.tar']","['S2A_MSIL1C_20181007T162141_N0206_R040_T15PYS_20181007T194836', 'S2A_MSIL1C_20181007T162141_N0206_R040_T15PYR_20181007T194836']"
41,eruption,Fuego_02,2021-10-11 00:00:00,2021-10-11 23:59:59,S2A,-90.88120162963982,14.474661272747296,"POLYGON((-90.92755394902107 14.34812373475022,-90.92760649707151 14.60118830885406,-90.83479676220813 14.60118830885406,-90.83484931025856 14.34812373475022,-90.92755394902107 14.34812373475022))",41,"['S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163925_D04_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163929_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163929_D04_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163932_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163932_D04_N02.06.tar', 'S2A_OPER_MSI_L0__GR_MPS__20181012T073622_S20181007T163936_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20181007T195104_S20181007T163932_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20181007T195104_S20181007T163932_D04_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20181007T195104_S20181007T163936_D03_N02.06.tar']","['S2A_MSIL1C_20211011T162221_N0301_R040_T15PYR_20211011T200311', 'S2A_MSIL1C_20211011T162221_N0301_R040_T15PYS_20211011T200311']"
42,non_eruption,Karangetang_00,2017-11-25 00:00:00,2017-11-25 23:59:59,S2B,125.40670076605447,2.780770192667109,"POLYGON((125.3617371254676 2.654160476473585,125.3617275369208 2.907377914865451,125.4516739951882 2.907377914865451,125.4516644066413 2.654160476473585,125.3617371254676 2.654160476473585))",42,"['S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020628_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020632_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020632_D03_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020636_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020636_D03_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020639_D03_N02.06.tar']","['S2B_MSIL1C_20171125T020439_N0206_R017_T51NYD_20171125T084247', 'S2B_MSIL1C_20171125T020439_N0206_R017_T51NYC_20171125T084247']"
43,eruption,Karangetang_00,2018-11-25 00:00:00,2018-11-25 23:59:59,S2A,125.40670076605447,2.780770192667109,"POLYGON((125.3617371254676 2.654160476473585,125.3617275369208 2.907377914865451,125.4516739951882 2.907377914865451,125.4516644066413 2.654160476473585,125.3617371254676 2.654160476473585))",43,"['S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020628_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020632_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020632_D03_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020636_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020636_D03_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171125T083806_S20171125T020639_D03_N02.06.tar']","['S2A_MSIL1C_20181125T020441_N0207_R017_T51NYC_20181125T051555', 'S2A_MSIL1C_20181125T020441_N0207_R017_T51NYD_20181125T051555']"
44,eruption,Karangetang_01,2018-11-30 00:00:00,2018-11-30 23:59:59,S2B,125.40670076605447,2.780770192667110,"POLYGON((125.3617371254676 2.654160476473586,125.3617275369208 2.907377914865452,125.4516739951882 2.907377914865452,125.4516644066413 2.654160476473586,125.3617371254676 2.654160476473586))",44,"['S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020634_D02_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020638_D02_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020638_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020642_D02_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020642_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020645_D03_N02.06.tar']","['S2B_MSIL1C_20181130T020439_N0207_R017_T51NYC_20181130T051555', 'S2B_MSIL1C_20181130T020439_N0207_R017_T51NYD_20181130T051555']"
45,non_eruption,Karangetang_01,2017-11-30 00:00:00,2017-11-30 23:59:59,S2A,125.40670076605447,2.780770192667110,"POLYGON((125.3617371254676 2.654160476473586,125.3617275369208 2.907377914865452,125.4516739951882 2.907377914865452,125.4516644066413 2.654160476473586,125.3617371254676 2.654160476473586))",45,"['S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020634_D02_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020638_D02_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020638_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020642_D02_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020642_D03_N02.06.tar', 'S2A_OPER_MSI_L0__GR_SGS__20171130T065551_S20171130T020645_D03_N02.06.tar']","['S2A_MSIL1C_20171130T020441_N0206_R017_T51NYC_20171130T070254', 'S2A_MSIL1C_20171130T020441_N0206_R017_T51NYD_20171130T070254']"
46,eruption,Karangetang_02,2018-12-15 00:00:00,2018-12-15 23:59:59,S2A,125.40670076605447,2.780770192667111,"POLYGON((125.3617371254676 2.654160476473587,125.3617275369208 2.907377914865453,125.4516739951882 2.907377914865453,125.4516644066413 2.654160476473587,125.3617371254676 2.654160476473587))",46,"['S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020628_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020632_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020632_D03_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020636_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020636_D03_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020639_D03_N02.06.tar']","['S2A_MSIL1C_20181215T020441_N0207_R017_T51NYD_20181215T033839', 'S2A_MSIL1C_20181215T020441_N0207_R017_T51NYC_20181215T033839']"
47,non_eruption,Karangetang_02,2017-12-15 00:00:00,2017-12-15 23:59:59,S2B,125.40670076605447,2.780770192667111,"POLYGON((125.3617371254676 2.654160476473587,125.3617275369208 2.907377914865453,125.4516739951882 2.907377914865453,125.4516644066413 2.654160476473587,125.3617371254676 2.654160476473587))",47,"['S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020628_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020632_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020632_D03_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020636_D02_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020636_D03_N02.06.tar', 'S2B_OPER_MSI_L0__GR_SGS__20171215T065608_S20171215T020639_D03_N02.06.tar']","['S2B_MSIL1C_20171215T020439_N0206_R017_T51NYC_20171215T070113', 'S2B_MSIL1C_20171215T020439_N0206_R017_T51NYD_20171215T070113']"
48,eruption,Karangetang_0_03,2018-12-25 00:00:00,2018-12-25 23:59:59,S2A,125.40670076605447,2.780770192667112,"POLYGON((125.3617371254676 2.654160476473588,125.3617275369208 2.907377914865454,125.4516739951882 2.907377914865454,125.4516644066413 2.654160476473588,125.3617371254676 2.654160476473588))",48,"['S2A_OPER_MSI_L0__GR_EPAE_20181225T032600_S20181225T020632_D02_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20181225T032600_S20181225T020636_D02_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20181225T032600_S20181225T020640_D02_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20181225T032600_S20181225T020640_D03_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20181225T032600_S20181225T020643_D03_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20181225T032600_S20181225T020647_D03_N02.07.tar']","['S2A_MSIL1C_20181225T020441_N0207_R017_T51NYC_20181225T033610', 'S2A_MSIL1C_20181225T020441_N0207_R017_T51NYD_20181225T033610']"
49,eruption,Karangetang_0_04,2018-12-30 00:00:00,2018-12-30 23:59:59,S2B,125.40670076605447,2.780770192667113,"POLYGON((125.3617371254676 2.654160476473589,125.3617275369208 2.907377914865455,125.4516739951882 2.907377914865455,125.4516644066413 2.654160476473589,125.3617371254676 2.654160476473589))",49,"['S2B_OPER_MSI_L0__GR_SGS__20181230T051107_S20181230T020637_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20181230T051107_S20181230T020641_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20181230T051107_S20181230T020641_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20181230T051107_S20181230T020645_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20181230T051107_S20181230T020645_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20181230T051107_S20181230T020648_D03_N02.07.tar']","['S2B_MSIL1C_20181230T020439_N0207_R017_T51NYC_20181230T051619', 'S2B_MSIL1C_20181230T020439_N0207_R017_T51NYD_20181230T051619']"
50,eruption,Karangetang_0_05,2019-01-04 00:00:00,2019-01-04 23:59:59,S2A,125.40670076605447,2.780770192667114,"POLYGON((125.3617371254676 2.65416047647359,125.3617275369208 2.907377914865456,125.4516739951882 2.907377914865456,125.4516644066413 2.65416047647359,125.3617371254676 2.65416047647359))",50,"['S2A_OPER_MSI_L0__GR_SGS__20190104T051053_S20190104T020634_D02_N02.07.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190104T051053_S20190104T020638_D02_N02.07.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190104T051053_S20190104T020642_D02_N02.07.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190104T051053_S20190104T020642_D03_N02.07.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190104T051053_S20190104T020645_D03_N02.07.tar']","['S2A_MSIL1C_20190104T020441_N0207_R017_T51NYC_20190104T051612', 'S2A_MSIL1C_20190104T020441_N0207_R017_T51NYD_20190104T051612']"
51,eruption,Karangetang_0_06,2019-01-09 00:00:00,2019-01-09 23:59:59,S2B,125.40670076605447,2.780770192667115,"POLYGON((125.3617371254676 2.65416047647359,125.3617275369208 2.907377914865457,125.4516739951882 2.907377914865457,125.4516644066413 2.65416047647359,125.3617371254676 2.65416047647359))",51,"['S2B_OPER_MSI_L0__GR_EPAE_20190109T031332_S20190109T020638_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190109T031332_S20190109T020642_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190109T031332_S20190109T020646_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190109T031332_S20190109T020646_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190109T031332_S20190109T020649_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190109T031332_S20190109T020653_D03_N02.07.tar']","['S2B_MSIL1C_20190109T020449_N0207_R017_T51NYD_20190109T032144', 'S2B_MSIL1C_20190109T020449_N0207_R017_T51NYC_20190109T032144']"
52,eruption,Karangetang_0_07,2019-01-19 00:00:00,2019-01-19 23:59:59,S2B,125.40670076605447,2.780770192667116,"POLYGON((125.3617371254676 2.654160476473591,125.3617275369208 2.907377914865458,125.4516739951882 2.907377914865458,125.4516644066413 2.654160476473591,125.3617371254676 2.654160476473591))",52,"['S2B_OPER_MSI_L0__GR_EPAE_20190119T031243_S20190119T020639_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190119T031243_S20190119T020643_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190119T031243_S20190119T020647_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190119T031243_S20190119T020647_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190119T031243_S20190119T020650_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_EPAE_20190119T031243_S20190119T020654_D03_N02.07.tar']","['S2B_MSIL1C_20190119T020449_N0207_R017_T51NYC_20190119T032139', 'S2B_MSIL1C_20190119T020449_N0207_R017_T51NYD_20190119T032139']"
