,ID_event,Start,End,Sat,"Coords (Lat, Lon)",class,Raw_useful_granules,Raw_complementary_granules,Polygon_square,Raw_files,l1c_files,bbox_list,bbox_list_merged,Polygon
10,Etna_02,01/06/2022,03/06/2022 23:59,S2B,"(37.7521, 15.0204)",eruption,"[1, 2]","[2, 1]","POLYGON ((14.93826618025414 37.61774940091971, 14.93807363321064 37.87002058944005, 15.05172636678936 37.87002058944005, 15.05153381974586 37.61774940091971, 14.93826618025414 37.61774940091971))","['S2B_OPER_MSI_L0__GR_2BPS_20220603T103311_S20220603T095014_D01_N04.00', 'S2B_OPER_MSI_L0__GR_2BPS_20220603T103311_S20220603T095018_D01_N04.00', 'S2B_OPER_MSI_L0__GR_2BPS_20220603T103311_S20220603T095022_D01_N04.00']","['S2B_MSIL1C_20220603T094029_N0400_R036_T33SVB_20220603T103311', 'S2B_MSIL1C_20220603T094029_N0400_R036_T33SWB_20220603T103311', 'S2B_MSIL1C_20220603T094029_N0400_R036_T33SVC_20220603T103311', 'S2B_MSIL1C_20220603T094029_N0400_R036_T33SWC_20220603T103311', 'S2A_MSIL1C_20220601T095041_N0400_R079_T33SVB_20220601T115227', 'S2A_MSIL1C_20220601T095041_N0400_R079_T33SWB_20220601T115227', 'S2A_MSIL1C_20220601T095041_N0400_R079_T33SVC_20220601T115227', 'S2A_MSIL1C_20220601T095041_N0400_R079_T33SWC_20220601T115227']","{1: [[[395, 295], [513, 273], [528, 339], [410, 361]], [[320, 334], [327, 332], [328, 337], [321, 338]], [[361, 343], [367, 342], [368, 348], [362, 349]], [[367, 342], [373, 341], [374, 345], [368, 346]], [[651, 1021], [655, 1020], [657, 1026], [652, 1027]]], 2: [[[392, 994], [399, 993], [400, 997], [393, 998]]]}","{1: [[[[395, 295], [513, 273], [528, 339], [410, 361], [395, 295]], [[320, 334], [327, 332], [328, 337], [321, 338], [320, 334]], [[361, 343], [367, 342], [368, 348], [362, 349], [361, 343]], [[367, 342], [373, 341], [374, 345], [368, 346], [367, 342]], [[651, 1021], [655, 1020], [657, 1026], [652, 1027], [651, 1021]]]], 2: [[[392, 994], [399, 993], [400, 997], [393, 998], [392, 994]]]}","POLYGON((14.963759959262951 37.62594957275966, 14.963567334119407 37.878220409381875, 15.077232665880594 37.87822040938188, 15.07704004073705 37.62594957275966, 14.963759959262951 37.62594957275966))"
11,Etna_03,30/05/2019,30/05/2019 23:59,S2B,"(37.7354, 15.0161)",eruption,[1],[0],"POLYGON ((14.93826618025414 37.61774940091971, 14.93807363321064 37.87002058944005, 15.05172636678936 37.87002058944005, 15.05153381974586 37.61774940091971, 14.93826618025414 37.61774940091971))","['S2B_OPER_MSI_L0__GR_SGS__20190530T112813_S20190530T095023_D01_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20190530T112813_S20190530T095027_D01_N02.07']","['S2B_MSIL1C_20190530T094039_N0207_R036_T33SWC_20190530T114513', 'S2B_MSIL1C_20190530T094039_N0207_R036_T33SWB_20190530T114513', 'S2B_MSIL1C_20190530T094039_N0207_R036_T33SVC_20190530T114513', 'S2B_MSIL1C_20190530T094039_N0207_R036_T33SVB_20190530T114513']","{1: [[[407, 156], [508, 137], [520, 188], [419, 206]], [[384, 168], [413, 163], [420, 193], [391, 198]], [[432, 197], [436, 197], [437, 200], [433, 201]], [[400, 220], [480, 205], [503, 300], [422, 315]], [[406, 231], [412, 230], [413, 234], [407, 235]], [[414, 245], [419, 244], [420, 250], [415, 251]], [[437, 302], [444, 301], [447, 312], [440, 313]], [[447, 304], [462, 301], [466, 318], [451, 321]], [[483, 299], [491, 298], [492, 302], [484, 304]], [[467, 310], [476, 308], [478, 316], [469, 318]], [[464, 321], [467, 320], [469, 327], [466, 327]], [[1246, 650], [1249, 650], [1250, 654], [1247, 655]], [[210, 918], [214, 917], [215, 922], [211, 923]]]}","{1: [[[[419, 206], [520, 188], [508, 137], [407, 156], [408, 163], [384, 168], [391, 198], [416, 193], [419, 206]], [[480, 205], [400, 220], [422, 315], [439, 311], [440, 313], [447, 312], [446, 310], [448, 310], [451, 321], [466, 318], [463, 307], [483, 303], [484, 304], [491, 302], [503, 300], [480, 205]], [[467, 310], [476, 308], [478, 316], [469, 318], [467, 310]], [[464, 321], [467, 320], [469, 327], [466, 327], [464, 321]], [[1151, 650], [1151, 650], [1151, 654], [1151, 655], [1151, 650]], [[210, 918], [214, 917], [215, 922], [211, 923], [210, 918]]]]}","POLYGON((14.959472626172058 37.60924922280582, 14.95928016005031 37.86152077607123, 15.072919839949689 37.86152077607123, 15.072727373827941 37.60924922280582, 14.959472626172058 37.60924922280582))"
12,Fuego_00,06/09/2021,06/09/2021 23:59,S2B,"(14.47416263, -90.88137329)",eruption,[3],[1],"POLYGON ((-90.92310625812593 14.433487761525557, -90.92312145889831 14.514829952444355, -90.8396251211017 14.514829952444352, -90.83964032187407 14.433487761525557, -90.92310625812593 14.433487761525557))","['S2B_OPER_MSI_L0__GR_VGS2_20210906T200133_S20210906T163928_D04_N03.01', 'S2B_OPER_MSI_L0__GR_VGS2_20210906T200133_S20210906T163931_D03_N03.01', 'S2B_OPER_MSI_L0__GR_VGS2_20210906T200133_S20210906T163931_D04_N03.01', 'S2B_OPER_MSI_L0__GR_VGS2_20210906T200133_S20210906T163935_D03_N03.01']","['S2B_MSIL1C_20210906T161829_N0301_R040_T15PYS_20210906T200724', 'S2B_MSIL1C_20210906T161829_N0301_R040_T15PYR_20210906T200724']","{3: [[[969, 231], [993, 227], [1003, 270], [979, 275]]]}","{3: [[[969, 231], [993, 227], [1003, 270], [979, 275], [969, 231]]]}","POLYGON((-90.9277255068439 14.347625086833688, -90.92777805288813 14.60068967164694, -90.83496852711185 14.60068967164694, -90.8350210731561 14.347625086833688, -90.9277255068439 14.347625086833688))"
13,Fuego_01,21/09/2021,21/09/2021 23:59,S2A,"(14.47349778, -90.88137329)",eruption,"[0, 3]","[2, 5]","POLYGON ((-90.92310613427247 14.432822909411007, -90.92312133427106 14.51416510491931, -90.83962524572894 14.514165104919314, -90.83964044572753 14.432822909411007, -90.92310613427247 14.432822909411007))","['S2A_OPER_MSI_L0__GR_VGS1_20210921T202447_S20210921T163932_D04_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210921T202447_S20210921T163936_D03_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210921T202447_S20210921T163936_D04_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210921T202447_S20210921T163939_D03_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210921T202447_S20210921T163939_D04_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210921T202447_S20210921T163943_D03_N03.01']","['S2A_MSIL1C_20210921T162001_N0301_R040_T15PYS_20210921T202846', 'S2A_MSIL1C_20210921T162001_N0301_R040_T15PYR_20210921T202846']","{0: [[[1135, 1081], [1139, 1080], [1140, 1084], [1136, 1085]], [[1135, 1089], [1142, 1088], [1143, 1093], [1136, 1095]]], 3: [[[1016, 872], [1030, 869], [1035, 889], [1021, 892]], [[1032, 876], [1038, 875], [1039, 879], [1033, 880]]]}","{0: [[[[1135, 1081], [1139, 1080], [1140, 1084], [1136, 1085], [1135, 1081]], [[1135, 1089], [1142, 1088], [1143, 1093], [1136, 1095], [1135, 1089]]]], 3: [[[[1016, 872], [1030, 869], [1035, 889], [1021, 892], [1016, 872]], [[1032, 876], [1038, 875], [1039, 879], [1033, 880], [1032, 876]]]]}","POLYGON((-90.927725370135 14.346960229941715, -90.92777791350437 14.600024829033503, -90.83496866649563 14.600024829033503, -90.835021209865 14.346960229941715, -90.927725370135 14.346960229941715))"
14,Fuego_02,11/10/2021,11/10/2021 23:59,S2A,"(14.47466127, -90.88120163)",eruption,"[0, 3]","[2, 5]","POLYGON ((-90.92293469102064 14.433986403111547, -90.92294989237338 14.515328590588064, -90.83945336762663 14.51532859058806, -90.83946856897937 14.433986403111547, -90.92293469102064 14.433986403111547))","['S2A_OPER_MSI_L0__GR_VGS2_20211011T195728_S20211011T163934_D04_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20211011T195728_S20211011T163938_D03_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20211011T195728_S20211011T163938_D04_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20211011T195728_S20211011T163942_D03_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20211011T195728_S20211011T163942_D04_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20211011T195728_S20211011T163945_D03_N03.01']","['S2A_MSIL1C_20211011T162221_N0301_R040_T15PYR_20211011T200311', 'S2A_MSIL1C_20211011T162221_N0301_R040_T15PYS_20211011T200311']","{0: [[[1181, 48], [1185, 48], [1186, 52], [1182, 53]], [[1136, 1098], [1140, 1097], [1141, 1101], [1137, 1102]]], 3: [[[1052, 925], [1080, 919], [1086, 942], [1058, 947]]]}","{0: [[[[1151, 48], [1151, 48], [1151, 52], [1151, 53], [1151, 48]], [[1136, 1098], [1140, 1097], [1141, 1101], [1137, 1102], [1136, 1098]]]], 3: [[[1052, 925], [1080, 919], [1086, 942], [1058, 947], [1052, 925]]]}","POLYGON((-90.92755394938071 14.348123732002891, -90.92760649743113 14.60118830610679, -90.83479676256889 14.60118830610679, -90.8348493106193 14.348123732002891, -90.92755394938071 14.348123732002891))"
15,Karangetang_01,30/11/2018,30/11/2018 23:59,S2B,"(2.780770193, 125.4067008)",eruption,[4],[5],"POLYGON ((125.36623065461863 2.7400738205010184, 125.36622788079693 2.8214651427768205, 125.44717371920306 2.8214651427768205, 125.44717094538136 2.7400738205010184, 125.36623065461863 2.7400738205010184))","['S2B_OPER_MSI_L0__GR_SGS__20181130T051100_S20181130T020635_D02_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181130T051100_S20181130T020639_D02_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181130T051100_S20181130T020643_D02_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181130T051100_S20181130T020643_D03_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181130T051100_S20181130T020646_D03_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181130T051100_S20181130T020650_D03_N02.07']","['S2B_MSIL1C_20181130T020439_N0207_R017_T51NYC_20181130T051555', 'S2B_MSIL1C_20181130T020439_N0207_R017_T51NYD_20181130T051555']","{4: [[[308, 352], [323, 349], [326, 362], [311, 365]]]}","{4: [[[308, 352], [323, 349], [326, 362], [311, 365], [308, 352]]]}","POLYGON((125.36173715941314 2.654160476806476, 125.36172757086626 2.907377915198341, 125.45167402913373 2.9073779151983414, 125.45166444058685 2.654160476806476, 125.36173715941314 2.654160476806476))"
16,Krysuvik-Trolladyngja_00,23/03/2021,23/03/2021 23:59,S2B,"(63.89124154, -22.27487809)",eruption,[0],[1],"POLYGON ((-22.366355647878947 63.850844935581506, -22.366618699097256 63.931579960512806, -22.18313748090274 63.9315799605128, -22.183400532121055 63.850844935581506, -22.366355647878947 63.850844935581506))","['S2B_OPER_MSI_L0__GR_VGS4_20210323T134630_S20210323T131357_D08_N02.09', 'S2B_OPER_MSI_L0__GR_VGS4_20210323T134630_S20210323T131401_D08_N02.09', 'S2B_OPER_MSI_L0__GR_VGS4_20210323T134630_S20210323T131401_D09_N02.09', 'S2B_OPER_MSI_L0__GR_VGS4_20210323T134630_S20210323T131405_D08_N02.09', 'S2B_OPER_MSI_L0__GR_VGS4_20210323T134630_S20210323T131405_D09_N02.09', 'S2B_OPER_MSI_L0__GR_VGS4_20210323T134630_S20210323T131408_D09_N02.09']","['S2B_MSIL1C_20210323T131259_N0209_R081_T27VVL_20210323T134842', 'S2B_MSIL1C_20210323T131259_N0209_R081_T27WVM_20210323T134842']","{0: [[[972, 975], [1019, 956], [1040, 1004], [992, 1022]]]}","{0: [[[972, 975], [1019, 956], [1040, 1004], [992, 1022], [972, 975]]]}","POLYGON((-22.376213245532867 63.76561688008364, -22.377122576785993 64.01679245008827, -22.172633603214017 64.01679245008827, -22.173542934467136 63.76561688008364, -22.376213245532867 63.76561688008364))"
17,Krysuvik-Trolladyngja_01,02/04/2021,02/04/2021 23:59,S2B,"(63.89124154, -22.27487809)",eruption,[0],[1],"POLYGON ((-22.366355647878947 63.850844935581506, -22.366618699097256 63.931579960512806, -22.18313748090274 63.9315799605128, -22.183400532121055 63.850844935581506, -22.366355647878947 63.850844935581506))","['S2B_OPER_MSI_L0__GR_VGS4_20210402T135647_S20210402T131356_D08_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210402T135647_S20210402T131400_D08_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210402T135647_S20210402T131400_D09_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210402T135647_S20210402T131404_D08_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210402T135647_S20210402T131404_D09_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210402T135647_S20210402T131407_D09_N03.00']","['S2B_MSIL1C_20210402T131259_N0300_R081_T27VVL_20210402T135958', 'S2B_MSIL1C_20210402T131259_N0300_R081_T27WVM_20210402T135958']","{0: [[[1003, 961], [1006, 959], [1008, 964], [1005, 965]], [[989, 975], [1029, 959], [1041, 985], [1000, 1001]]]}","{0: [[[[1003, 961], [1006, 959], [1008, 964], [1005, 965], [1003, 961]], [[989, 975], [1029, 959], [1041, 985], [1000, 1001], [989, 975]]]]}","POLYGON((-22.376213245532867 63.76561688008364, -22.377122576785993 64.01679245008827, -22.172633603214017 64.01679245008827, -22.173542934467136 63.76561688008364, -22.376213245532867 63.76561688008364))"
18,Krysuvik-Trolladyngja_02,19/04/2021,19/04/2021 23:59,S2B,"(63.89124154, -22.27487809)",eruption,"[0, 3]","[2, 5]","POLYGON ((-22.366355647878947 63.850844935581506, -22.366618699097256 63.931579960512806, -22.18313748090274 63.9315799605128, -22.183400532121055 63.850844935581506, -22.366355647878947 63.850844935581506))","['S2B_OPER_MSI_L0__GR_VGS4_20210419T134443_S20210419T130355_D04_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210419T134443_S20210419T130359_D03_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210419T134443_S20210419T130359_D04_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210419T134443_S20210419T130403_D03_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210419T134443_S20210419T130403_D04_N03.00', 'S2B_OPER_MSI_L0__GR_VGS4_20210419T134443_S20210419T130406_D03_N03.00']","['S2B_MSIL1C_20210419T130259_N0300_R038_T27WVM_20210419T134729', 'S2B_MSIL1C_20210419T130259_N0300_R038_T27VVL_20210419T134729']","{0: [[[21, 1009], [84, 975], [125, 1080], [19, 1114]], [[49, 1096], [52, 1094], [53, 1097], [50, 1099]], [[56, 1095], [62, 1093], [65, 1099], [58, 1101]]], 3: [[[1194, 679], [1287, 650], [1326, 754], [1233, 783]], [[1262, 765], [1266, 764], [1267, 767], [1263, 769]], [[1269, 765], [1276, 763], [1278, 769], [1272, 771]]]}","{0: [[[[19, 1114], [125, 1080], [84, 975], [0, 1009], [19, 1114]]]], 3: [[[[1151, 754], [1151, 650], [1151, 679], [1151, 783], [1151, 770], [1151, 771], [1151, 769], [1151, 768], [1151, 754]]]]}","POLYGON((-22.376213245532867 63.76561688008364, -22.377122576785993 64.01679245008827, -22.172633603214017 64.01679245008827, -22.173542934467136 63.76561688008364, -22.376213245532867 63.76561688008364))"
19,Krysuvik-Trolladyngja_03,07/08/2021,07/08/2021 23:59,S2B,"(63.89124154, -22.27487809)",eruption,"[0, 3]","[2, 5]","POLYGON ((-22.366355647878947 63.850844935581506, -22.366618699097256 63.931579960512806, -22.18313748090274 63.9315799605128, -22.183400532121055 63.850844935581506, -22.366355647878947 63.850844935581506))","['S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130401_D04_N03.01', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130405_D03_N03.01', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130405_D04_N03.01', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130409_D03_N03.01', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130409_D04_N03.01', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130412_D03_N03.01']","['S2B_MSIL1C_20210807T130259_N0301_R038_T27VVL_20210807T134203', 'S2B_MSIL1C_20210807T130259_N0301_R038_T27WVM_20210807T134203']","{0: [[[139, 1023], [166, 1014], [176, 1038], [149, 1047]], [[39, 1065], [145, 1030], [171, 1096], [65, 1131]], [[156, 1044], [160, 1043], [166, 1057], [161, 1059]], [[102, 1103], [109, 1101], [110, 1104], [103, 1106]], [[144, 1089], [147, 1088], [151, 1098], [147, 1099]]], 3: [[[1258, 745], [1298, 732], [1315, 780], [1276, 792]]]}","{0: [[[[166, 1014], [139, 1023], [142, 1030], [39, 1065], [65, 1131], [171, 1096], [151, 1046], [156, 1044], [161, 1059], [166, 1057], [160, 1043], [176, 1038], [166, 1014]]]], 3: [[[1151, 745], [1151, 732], [1151, 780], [1151, 792], [1151, 745]]]}","POLYGON((-22.376213245532867 63.76561688008364, -22.377122576785993 64.01679245008827, -22.172633603214017 64.01679245008827, -22.173542934467136 63.76561688008364, -22.376213245532867 63.76561688008364))"
20,La_Palma_00,20/09/2021,20/09/2021 23:59,S2A,"(28.6182, -17.8757)",eruption,[2],[4],"POLYGON ((-17.921697023587434 28.577589164409318, -17.92173242412157 28.658794973714087, -17.829667575878428 28.658794973714087, -17.829702976412563 28.577589164409318, -17.921697023587434 28.577589164409318))","['S2A_OPER_MSI_L0__GR_VGS2_20210920T170706_S20210920T120333_D10_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210920T170706_S20210920T120337_D09_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210920T170706_S20210920T120337_D10_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210920T170706_S20210920T120340_D09_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210920T170706_S20210920T120340_D10_N03.01']","['S2A_MSIL1C_20210920T120331_N0301_R023_T27RYM_20210920T170953', 'S2A_MSIL1C_20210920T120331_N0301_R023_T28RBS_20210920T170953']","{2: [[[346, 302], [460, 272], [482, 361], [368, 391]], [[434, 296], [439, 294], [440, 298], [435, 299]], [[458, 297], [463, 295], [464, 299], [459, 300]], [[444, 301], [448, 300], [449, 304], [445, 305]], [[448, 306], [453, 304], [454, 309], [449, 310]], [[476, 328], [488, 325], [490, 335], [478, 338]], [[347, 412], [351, 411], [352, 416], [349, 417]], [[353, 411], [357, 409], [358, 412], [354, 414]], [[348, 421], [354, 420], [355, 425], [349, 426]], [[387, 427], [397, 424], [401, 438], [391, 440]]]}","{2: [[[[460, 272], [346, 302], [368, 391], [482, 361], [460, 272]], [[476, 328], [488, 325], [490, 335], [478, 338], [476, 328]], [[347, 412], [351, 411], [352, 416], [349, 417], [347, 412]], [[353, 411], [357, 409], [358, 412], [354, 414], [353, 411]], [[348, 421], [354, 420], [355, 425], [349, 426], [348, 421]], [[387, 427], [397, 424], [401, 438], [391, 440], [387, 427]]]]}","POLYGON((-17.92676642355434 28.49186903905993, -17.926888796272056 28.74450932344391, -17.824511203727937 28.74450932344391, -17.824633576445656 28.49186903905993, -17.92676642355434 28.49186903905993))"
21,La_Palma_02,30/09/2021,30/09/2021 23:59,S2A,"(28.6191, -17.8946)",eruption,[1],[3],"POLYGON ((-17.94059741512773 28.5784891695106, -17.940632817284715 28.659694968027196, -17.848567182715293 28.659694968027196, -17.84860258487227 28.5784891695106, -17.94059741512773 28.5784891695106))","['S2A_OPER_MSI_L0__GR_VGS2_20210930T134956_S20210930T120334_D10_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210930T134956_S20210930T120338_D10_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210930T134956_S20210930T120341_D09_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210930T134956_S20210930T120341_D10_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210930T134956_S20210930T120345_D09_N03.01']","['S2A_MSIL1C_20210930T120331_N0301_R023_T27RYM_20210930T135223', 'S2A_MSIL1C_20210930T120331_N0301_R023_T28RBS_20210930T135223']","{1: [[[178, 572], [495, 488], [531, 630], [214, 714]], [[413, 511], [416, 510], [417, 514], [414, 515]], [[282, 589], [290, 587], [291, 592], [283, 595]]]}","{1: [[[[531, 630], [495, 488], [178, 572], [214, 714], [531, 630]]]]}","POLYGON((-17.945666856701784 28.492769055459572, -17.945789235029373 28.745409306280102, -17.843410764970624 28.745409306280102, -17.843533143298217 28.492769055459572, -17.945666856701784 28.492769055459572))"
22,Mayon_01,30/01/2018,30/01/2018 23:59,S2B,"(13.2278, 123.68535)",eruption,[1],[2],"POLYGON ((123.64383820037754 13.187121336151726, 123.64382443162687 13.268471790103058, 123.72687556837313 13.268471790103057, 123.72686179962245 13.187121336151726, 123.64383820037754 13.187121336151726))","['S2B_OPER_MSI_L0__GR_SGS__20180130T071554_S20180130T022348_D07_N02.06', 'S2B_OPER_MSI_L0__GR_SGS__20180130T071554_S20180130T022351_D07_N02.06', 'S2B_OPER_MSI_L0__GR_SGS__20180130T071554_S20180130T022355_D07_N02.06']",['S2B_MSIL1C_20180130T022319_N0206_R103_T51PWQ_20180130T072251'],"{1: [[[778, 555], [862, 537], [880, 610], [795, 628]], [[911, 641], [919, 640], [921, 648], [913, 650]]]}","{1: [[[[778, 555], [862, 537], [880, 610], [795, 628], [778, 555]], [[911, 641], [919, 640], [921, 648], [913, 650], [911, 641]]]]}","POLYGON((123.63924184906182 13.101250065267072, 123.63919425323382 13.354340357379813, 123.73150574676617 13.354340357379815, 123.73145815093818 13.101250065267072, 123.63924184906182 13.101250065267072))"
23,Mayon_02,09/02/2018,09/02/2018 23:59,S2B,"(13.2542, 123.68689)",eruption,[1],[2],"POLYGON ((123.6453737422291 13.213521413017073, 123.64535994351743 13.294871699064721, 123.72842005648258 13.29487169906472, 123.72840625777091 13.213521413017073, 123.6453737422291 13.213521413017073))","['S2B_OPER_MSI_L0__GR_EPAE_20180209T034307_S20180209T022347_D07_N02.06', 'S2B_OPER_MSI_L0__GR_EPAE_20180209T034307_S20180209T022350_D07_N02.06', 'S2B_OPER_MSI_L0__GR_EPAE_20180209T034307_S20180209T022354_D07_N02.06']",['S2B_MSIL1C_20180209T022319_N0206_R103_T51PWQ_20180209T034928'],"{1: [[[768, 837], [842, 822], [861, 899], [787, 915]], [[874, 910], [878, 909], [879, 913], [875, 914]], [[795, 930], [798, 929], [801, 938], [798, 939]], [[885, 919], [891, 918], [892, 924], [886, 925]], [[893, 923], [916, 918], [922, 942], [899, 947]], [[794, 951], [801, 949], [803, 957], [796, 958]], [[917, 944], [920, 944], [922, 953], [919, 954]], [[924, 948], [929, 947], [931, 954], [926, 955]], [[925, 962], [930, 961], [932, 969], [927, 970]], [[931, 970], [937, 969], [938, 975], [932, 977]], [[938, 971], [946, 970], [948, 975], [940, 977]]]}","{1: [[[[768, 837], [842, 822], [861, 899], [787, 915], [768, 837]], [[874, 910], [878, 909], [879, 913], [875, 914], [874, 910]], [[795, 930], [798, 929], [801, 938], [798, 939], [795, 930]], [[885, 919], [891, 918], [892, 924], [886, 925], [885, 919]], [[893, 923], [916, 918], [922, 942], [899, 947], [893, 923]], [[794, 951], [801, 949], [803, 957], [796, 958], [794, 951]], [[917, 944], [920, 944], [922, 953], [919, 954], [917, 944]], [[924, 948], [929, 947], [931, 954], [926, 955], [924, 948]], [[925, 962], [930, 961], [932, 969], [927, 970], [925, 962]], [[931, 970], [937, 969], [938, 975], [932, 977], [931, 970]], [[938, 971], [946, 970], [948, 975], [940, 977], [938, 971]]]]}","POLYGON((123.6407769306498 13.12765031669398, 123.64072923125256 13.380740086437966, 123.73305076874745 13.380740086437967, 123.7330030693502 13.12765031669398, 123.6407769306498 13.12765031669398))"
24,Nyamulagira_00,18/04/2018,20/04/2018 23:59,S2B,"(-1.409887617, 29.2053215)",eruption,"[1, 5]","[3, 4]","POLYGON ((29.164884443444084 -1.450583632115864, 29.16488584777453 -1.3691908809240994, 29.24575715222547 -1.3691908809240994, 29.245758556555916 -1.450583632115864, 29.164884443444084 -1.450583632115864))","['S2B_OPER_MSI_L0__GR_MTI__20180418T100732_S20180418T083029_D04_N02.06', 'S2B_OPER_MSI_L0__GR_MTI__20180418T100732_S20180418T083032_D04_N02.06', 'S2B_OPER_MSI_L0__GR_MTI__20180418T100732_S20180418T083032_D05_N02.06', 'S2B_OPER_MSI_L0__GR_MTI__20180418T100732_S20180418T083036_D04_N02.06', 'S2B_OPER_MSI_L0__GR_MTI__20180418T100732_S20180418T083036_D05_N02.06', 'S2B_OPER_MSI_L0__GR_MTI__20180418T100732_S20180418T083040_D05_N02.06']",['S2B_MSIL1C_20180418T080609_N0206_R078_T35MQU_20180418T102637'],"{1: [[[1172, 142], [1183, 140], [1185, 149], [1174, 151]], [[1164, 149], [1170, 148], [1171, 153], [1165, 155]]], 5: [[[279, 276], [363, 260], [381, 334], [297, 351]]]}","{1: [[[[1151, 142], [1151, 140], [1151, 149], [1151, 151], [1151, 142]], [[1151, 149], [1151, 148], [1151, 153], [1151, 155], [1151, 149]]]], 5: [[[279, 276], [363, 260], [381, 334], [297, 351], [279, 276]]]}","POLYGON((29.160389724845036 -1.5364980536312307, 29.160394579334515 -1.2832761697111437, 29.250248420665486 -1.2832761697111437, 29.250253275154964 -1.5364980536312307, 29.160389724845036 -1.5364980536312307))"
25,Nyamulagira_01,25/08/2021,25/08/2021 23:59,S2A,"(-1.410574055, 29.20411987)",eruption,"[1, 2, 5]","[3, 4, 4]","POLYGON ((29.163682801255348 -1.4512700696993728, 29.163684206270215 -1.3698773189894455, 29.244555533729784 -1.3698773189894455, 29.24455693874465 -1.4512700696993728, 29.163682801255348 -1.4512700696993728))","['S2A_OPER_MSI_L0__GR_VGS1_20210825T095425_S20210825T083033_D04_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210825T095425_S20210825T083036_D04_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210825T095425_S20210825T083036_D05_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210825T095425_S20210825T083040_D04_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210825T095425_S20210825T083040_D05_N03.01', 'S2A_OPER_MSI_L0__GR_VGS1_20210825T095425_S20210825T083044_D05_N03.01']",['S2A_MSIL1C_20210825T080611_N0301_R078_T35MQU_20210825T101419'],"{1: [[[1148, 53], [1160, 51], [1163, 66], [1151, 68]]], 2: [[[126, 17], [131, 16], [132, 18], [127, 19]], [[73, 292], [77, 291], [78, 296], [74, 297]], [[134, 355], [140, 354], [141, 359], [135, 361]], [[168, 449], [174, 447], [175, 452], [169, 453]]], 5: [[[174, 941], [179, 940], [181, 945], [176, 946]], [[815, 1083], [818, 1082], [819, 1087], [816, 1088]]]}","{1: [[[1148, 53], [1151, 51], [1151, 66], [1151, 68], [1148, 53]]], 2: [[[[126, 17], [131, 16], [132, 18], [127, 19], [126, 17]], [[73, 292], [77, 291], [78, 296], [74, 297], [73, 292]], [[134, 355], [140, 354], [141, 359], [135, 361], [134, 355]], [[168, 449], [174, 447], [175, 452], [169, 453], [168, 449]]]], 5: [[[[174, 941], [179, 940], [181, 945], [176, 946], [174, 941]], [[815, 1083], [818, 1082], [819, 1087], [816, 1088], [815, 1083]]]]}","POLYGON((29.159188080499153 -1.5371844906356178, 29.159192937354526 -1.2839626082145834, 29.249046802645474 -1.2839626082145834, 29.249051659500847 -1.5371844906356178, 29.159188080499153 -1.5371844906356178))"
